Name,Affiliations,Affiliation Score
Brasmon_Kee,"['Alliance to Restore the Republic', 'Massassi Group']",1.0
Bray_(stormtrooper),"['Galactic Republic', 'Grand Army of the Republic', 'Galactic Empire', 'Imperial Officer Corps', 'Arkanis Academy', 'Shadow Council', ""Gallius Rax's child soldiers"", 'First Order']",-0.5
Braylen_Stramm,"['Galactic Empire', ""Brenna's brigade"", 'Imperial Officer Corps']",-1.0
Breehld,[],
Breha_Organa,[],
Breha_Organas_father,"['Wexley family', 'Alliance to Restore the Republic', 'Gallius Rax', 'New Republic']",0.5
Breha_Organas_mother,"['Galactic Empire', '204th Imperial Fighter Wing']",-1.0
Brel_Ti_Vorne,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Bren_Derlin,"['Jedi Order', 'Galactic Empire', 'LRC077', 'Alliance to Restore the Republic', 'Spectres', 'Gold Squadron']",0.3333333333333333
Bren_Quersey,[],
Brendol_Hux,"[""Lohgarra's crew"", 'Alliance to Restore the Republic']",1.0
Brenna,"['Galactic Republic', 'Shadow Squadron']",1.0
Brennar,"['Alliance to Restore the Republic', 'Gold Squadron', 'Green Squadron']",1.0
Brennonn,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps', 'Sector Command']",-0.75
Brentin_Lore_Wexley,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Brew,[],
Bric,"['Galactic Empire', 'Imperial Officer Corps', 'First Order', 'First Order military']",-1.0
Bridger_family,Haxion Brood,0.0
Brigte_Polcery,Kouhun,0.0
Brill,Ranc gang,-1.0
Broadside,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps', 'Sector Command']",-0.75
Broan_Danurs,[],
Brom_Titus,[],
Brook,"['Galactic Empire', 'Imperial Army', 'Imperial Officer Corps']",-1.0
Brookish_Boon,"['First Order', 'Stormtrooper Corps']",-1.0
Brooks,Milk Stand,0.0
Broonsie,Jabba Desilijic Tiure's criminal empire,-1.0
Brother_Cyst,Outlander Club,0.0
Brrang,[],
Brunson,[],
Brushaun,"['Galactic Republic', 'Galactic Senate']",1.0
Brutux,"['Jedi Order', 'Jedi assault team']",1.0
Bry,Razzi Syndicate,0.0
Bryce,[],
BT-9093,Ranzar Malk's crew,0.0
Bubo_Wamba,[],
Buboicullaar,[],
Bufon_Taire,"['Galactic Empire', 'Imperial Officer Corps', ""Sentinel Base's flotilla""]",-1.0
Bug_(Sídi),Jedi Order,1.0
Buggine,"['New Republic', 'Galactic Senate']",1.0
Buggles,[],
Bulduga,"['Galactic Republic', '41st Elite Corps']",1.0
Bulgeski,Bright Tree tribe,1.0
Bultar_Swan,[],
Bumblethunk,"['Confederacy of Independent Systems', 'Separatist Senate']",0.0
Bunt,"['House of Organa', 'Alderaan guard']",1.0
Burg,"['Jedi Order', 'Unidentified Clan', ""Preigo's Traveling World of Wonder"", 'Animal Instincts']",0.5
Burl,"['Resistance', 'Exegol landing team']",1.0
Burnin_Konn_Champion,"['New Republic', 'New Republic Starfighter Corps', 'Resistance', 'Red Squadron', '""Reb"" Squadron', 'Exegol air team']",1.0
Burque,"['Galactic Empire', 'Death Squadron', ""Imperial Navy's officer corps""]",-1.0
Burryaga_Agaburry,Unidentified human tribe,0.0
Bushar,Alliance to Restore the Republic,1.0
Butcher_of_Brix,"[""Cad Bane's group"", 'Sith Order', 'Hutt Clan', 'Confederacy of Independent Systems']",-0.25
Buzz,[],
Buzza,Kouhun,0.0
Bweena,"['Czerka Corporation', 'Pijali monarchy']",0.0
By_Bluss,"['IGBC Financial Review', 'Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', 'New Republic', 'New Republic Intelligence']",0.8
Bylsma_(Alderaanian),House of Organa,1.0
Byph,"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Byrco_Hansid,"['Alliance to Restore the Republic', 'Alliance High Command']",1.0
Cai_Threnalli,"['Jedi Order', 'Galactic Republic', '13th Battalion', 'Scrapper Guild', 'Mantis crew']",0.8
Cabbel,"['Galactic Republic', 'Loyalists', ""Berch Teller's rebel cell""]",1.0
Caben,[],
Cad,[],
Cad_Bane,HoloNet News,0.0
Cadeliah,[],
Cadevon_Family,Cloud-Riders,1.0
Cadomaccus,"['Crimson Dawn', 'Galactic Empire', 'Alliance to Restore the Republic', 'Gold Squadron', 'New Republic', 'New Republic Defense Force', 'Uprising', 'Calrissian Enterprises', 'Resistance', ""Citizens' fleet""]",0.5
Cady,"['Alliance to Restore the Republic', 'Shrikes', 'Endor strike team', 'New Republic', 'New Republic Defense Force', 'Resistance', 'Resistance army', 'Resistance High Command']",1.0
Caern_Adan,"['Wilderness Preserve', 'Alliance to Restore the Republic', 'Blue Squadron']",0.6666666666666666
Caibol,"['Galactic Republic', '327th Star Corps']",1.0
Caitken,[],
Cal_Alder,"['Galactic Empire', 'Imperial Academy']",-1.0
Cal_Kestis,Jabba Desilijic Tiure's criminal empire,-1.0
Cala,Valarian's gang,0.0
Calgriz,"['Galactic Republic', 'Galactic Empire', 'Carida Academy', ""Imperial Navy's officer corps"", 'Helix Squadron', 'Death Squadron']",-0.6666666666666666
Calla,"['Galactic Empire', 'Imperial Navy']",-1.0
Calleen_(convor),"['Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', 'Massassi Group']",1.0
Calliope_Drouth,Allehander Pso,0.0
Calliope_Drouths_sister,Confederacy of Independent Systems,0.0
Callixido_Ryss,"['Alliance to Restore the Republic', 'Alliance Military', 'New Republic', 'New Republic Defense Force']",1.0
Calrissian_family,"['Knights of Ren', 'First Order']",-1.0
Caluan_Ematt,"['First Order', 'First Order Navy']",-1.0
Calum_Gram,"['Elder Houses', 'New Republic', 'Centrists', 'First Order']",0.0
Cameron,"['Alliance to Restore the Republic', 'Alliance Fleet', 'Alderaanian consular security']",1.0
Camie_Marstrap,Sovereign Latitudes of Maracavanya,0.0
Camm,"['Galactic Republic', 'Republic Military', 'Alliance to Restore the Republic', 'Alliance Military', 'Alliance High Command', 'New Republic', 'New Republic army', 'Resistance']",1.0
Cane_Adiss,"['Galactic Empire', ""Carlou Gendling's task force"", 'Imperial Officer Corps']",-1.0
Canno_Wix,Carpo Crime Syndicate,-1.0
Canonhaus,Scyre,0.0
Cantompa,Preigo's Traveling World of Wonder,0.0
Capin_Harinar,"['Alliance to Restore the Republic', 'New Republic', 'New Republic Starfighter Corps']",1.0
Captain_(individual),"['Galactic Empire', 'Imperial Academy', 'Alliance to Restore the Republic', '61st Mobile Infantry', 'New Republic', '61st Mobile Infantry']",0.3333333333333333
Car_Affa,[],
Carasynthia_Dune,Bravo Rising,0.0
Cardo,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Carid_Tamb,[],
Carise_Sindian,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Cariso_Smadis,[],
Carklin_Ryoon,"['Confederacy of Independent Systems', 'An insurrectionist cell', 'Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', 'Alliance Army', 'Rogue One']",0.6666666666666666
Carlist_Rieekan,[],
Carlou_Gendling,[],
Carpo,"['TaggeCo', 'Galactic Empire', 'Imperial Officer Corps', 'Joint Chiefs', 'Imperial Army']",-1.0
Carr_(Scyre),"['Resistance', 'Exegol landing team']",1.0
Carshotta,[],
Carson_Teva,Canto Bight racetrack,0.0
Carver,"['Resistance', 'Cobalt Squadron']",1.0
Caryn,"['Commerce Guild', 'Confederacy of Independent Systems']",0.0
Casca_Panzoro,Cad Bane's group ,0.0
Casido,"['Galactic Empire', 'Death Squadron', ""Imperial Navy's officer corps""]",-1.0
Casiss,Galactic Empire,-1.0
Cassel_(commander),[],
Cassel_(monarch),Son-tuul Pride,0.0
Cassian_Jeron_Andor,"['Galactic Republic', ""Depa Billaba's battalion"", ""Depa Billaba's second battalion"", 'Galactic Empire', 'Stormtrooper Corps']",0.2
Cassian_Jeron_Andors_father,"['Galactic Republic', '41st Elite Corps']",1.0
Cassilyda_Cryar,"['Galactic Republic', 'Coruscant Guard', 'Galactic Empire']",0.3333333333333333
Cassio_Tagge,"['Galactic Republic', '501st Legion']",1.0
Cassy_Algara,"['Galactic Republic', '21st Nova Corps', 'Galactic Empire']",0.3333333333333333
Castas,"['Galactic Republic', ""CC-1993's battalion""]",1.0
Casual_Retort,"['Galactic Republic', '7th Sky Corps', 'Galactic Empire', '212th Attack Battalion']",0.5
Cat_(Resistance),"['Galactic Republic', 'Clone Flight Squad Seven', 'Galactic Empire', 'Clone Flight Squad Seven']",0.5
Cat_Miin,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Cato_Parasitti,"['Galactic Republic', ""CC-2801's regiment""]",1.0
Cauley,"['Galactic Republic', 'Diplomatic service', 'Galactic Empire', ""Thire's squad""]",0.0
Cavic,"['Galactic Republic', '327th Star Corps', 'Galactic Empire']",0.3333333333333333
Cavrolo_Sys,"['Galactic Republic', 'Diplomatic service']",1.0
Caysin_Bog,"['Galactic Republic', '91st Mobile Reconnaissance Corps', 'Galactic Empire']",0.3333333333333333
994,"['First Order', ""Wulfgar Kath's squad""]",-1.0
CC-1004,"['First Order', ""Wulfgar Kath's squad""]",-1.0
CC-1010,Haxion Brood,0.0
CC-1119,"['Galactic Republic', 'Galactic Senate']",1.0
CC-1138,[],
CC-1993,"['Jedi Order', 'Galactic Republic', 'Grand Army of the Republic', 'Mantis crew']",1.0
CC-2224,Jedi Order,1.0
CC-2237,"['First Order', ""Wulfgar Kath's squad""]",-1.0
CC-2357,"['First Order', ""Wulfgar Kath's squad""]",-1.0
CC-2801,"['First Order', '709th Legion']",-1.0
CC-4477,"['First Order', ""Wulfgar Kath's squad""]",-1.0
CC-5052,"['First Order', '709th Legion']",-1.0
CC-5869,Galactic Empire,-1.0
CC-8826,Mon Cala monarchy,1.0
CD-5502,"['Chiss Ascendancy', 'Nine Ruling Families']",0.0
CE-6675,"['Alliance to Restore the Republic', 'Green Squadron']",1.0
Cehrazad,"['Galactic Empire', '224th Imperial Armored Division']",-1.0
Cellheim_Anujo,[],
Cenevax,Chalmun's Spaceport Cantina,0.0
Cere_Junda,[],
Ceret,"[""Twi'lek Resistance"", 'Galactic Republic', 'Free Ryloth Movement']",1.0
CF-3363,"['Cha family', 'Galactic Empire']",-1.0
CF-3871,"['Galactic Empire', '204th Imperial Fighter Wing']",-1.0
CF-8011,Bail Organa's resistance movement,1.0
CF-9164,Jedi Order,1.0
CG-412,"['Galactic Republic', '501st Legion']",1.0
Cha_family,[],
Chadkol_Gee,Sarlaccs,0.0
Chaf_family,"['Galactic Republic', ""Charlie's squad"", ""Heater's squad""]",1.0
Chaff_Korus,[],
Chakobi_Sanwright,"[""Yendor's family"", 'Ryloth Defense Authority', 'Resistance', 'Corellian Team One']",1.0
Chalkazza,"['Alliance to Restore the Republic', 'Rebel Alliance Corps of Engineers']",1.0
Chalmun,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Chalpal,"['Inheritors of the Crystal', 'Partisans', 'Cavern Angels', 'Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps', 'New Republic', 'Hound Squadron', 'Riot Squadron', 'Alphabet Squadron', 'Children of the Empty Sun']",0.9
Cham_Cham,"['Galactic Empire', 'Apprentice Legislature']",0.0
Cham_Syndulla,Galactic Empire,-1.0
Chanath_Cha,[],
Char,White Worms,-1.0
Chardri_Tage,[],
Chareg_Yim,Galactic Republic,1.0
Charger,"['Chiss Ascendancy', 'Sky-walker corps']",0.5
Chargutt_Lo,Spectres,1.0
Charko,"[""University of Bar'leth"", 'Archaeological Association', 'Committee for Historic Preservation', ""Chelli Lona Aphra's crew"", 'Galactic Empire', ""Chelli Lona Aphra's squad"", 'Squad Dek-Nil', 'Droid Gotra', 'Son-tuul Pride']",-0.5555555555555556
Charlie,Fardi clan,0.0
Charlu_Sisi,"['Sith Eternal', 'Final Order']",-1.0
Charth_Brethen,[],
Chase_Wilsorr,"['Galactic Republic', 'Kachirho Wookiee Militia', 'Crimson Dawn', ""Beckett's gang"", 'Alliance to Restore the Republic', 'Heroes of Yavin', 'Pathfinders', 'Endor strike team', 'Bright Tree tribe', 'New Republic', ""Han Solo's shipping company"", 'Resistance']",0.6666666666666666
Chaser_(pilot),"['Galactic Republic', 'Kachirho Wookiee Militia', 'Crimson Dawn', ""Beckett's gang"", 'Alliance to Restore the Republic', 'Heroes of Yavin', 'Pathfinders', 'Endor strike team', 'Bright Tree tribe', 'New Republic', ""Han Solo's shipping company"", 'Resistance']",0.6666666666666666
Chass_na_Chadic,Chewbacca's family,1.0
Chassellon_Stevis,"['Pantoran Assembly', 'Galactic Republic']",1.0
Chassellon_Stevis_mother,"['Galactic Republic', 'Delegation of 2', '000']",0.6666666666666666
Chata_Hyoki,"['Jedi Order', 'Bear Clan']",1.0
Chates,"['Alliance to Restore the Republic', 'Alliance Military']",1.0
Chava,Alliance to Restore the Republic,1.0
Che_Amanwe_Papanoida,[],
Cheri,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Chef_(Haven),[],
Chelli_Lona_Aphra,"['Galactic Empire', 'Imperial Military', 'Imperial Officer Corps']",-1.0
Chenna_Fardi,"['Bright Tree tribe', 'Council of Elders', 'Alliance to Restore the Republic']",0.6666666666666666
Chesille_Sabrond,"['Guardians of the Whills', 'Partisans', 'Alliance to Restore the Republic', 'Rogue One']",1.0
Chesna_Braker,"['Resistance', 'Team Colossus']",1.0
Chewbacca,[],
Chewbaccas_family,Endente's arms dealing group,0.0
Chewbaccas_mother,"['Galactic Republic', ""Slick's unit""]",1.0
Chi_Cho,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Chi_Eekway_Papanoida,"['Kashyyyk resistance', 'Partisans']",0.5
Chian,"['Galactic Republic', 'Galactic Senate']",1.0
Chiffonage,"['Jedi Order', 'Galactic Republic', 'Grand Army of the Republic']",1.0
Chigo,Bright Tree tribe,1.0
Chio_Fain,Brotherhood of the Beatific Countenance,1.0
Chiraneau,[],
Chiri,Cloud-Riders,1.0
Chirja,"['First Wavers', 'Ree family', 'Galactic Empire', 'Royal Imperial Academy', ""Imperial Navy's officer corps"", 'Death Squadron', 'Imperial Starfighter Corps']",-0.7142857142857143
Chiron,"['Broken Horn Syndicate', 'Alliance to Restore the Republic', 'Lothal resistance group']",0.6666666666666666
Chirpa,[],
Chirrut_Îmwe,Jedi Order,1.0
Chlparr,[],
Chloa,"['Chiss Ascendancy', 'Chiss Expansionary Defense Fleet']",0.0
Chong,[],
Chopper_(clone_trooper),"['Galactic Empire', 'Obsidian Squadron']",-1.0
Chorn,"['Junior Academy of Applied Sciences', 'AppSci SaberCats']",-0.5
Choyyssyk,[],
Christo,Chiss AscendancyNine Ruling Families,0.0
Chubor,[],
Chukha-Trok,Galactic Empire,-1.0
Chulco_Gi,Galactic Republic,1.0
Churkk,[],
Chussido,"['Alliance to Restore the Republic', 'Phoenix Squadron']",1.0
Ciena_Ree,Podracing Quarterly,0.0
Cikatro_Vizago,"['Resistance', 'Resistance Starfighter Corps']",1.0
Cimy,Wandering Star,0.0
Cin_Drallig,Lars family,1.0
Cinnabar_(fathier),"['Galactic Empire', 'Imperial Academy', 'Theta Squadron']",-0.6666666666666666
Cinsar,"['InterGalactic Banking Clan', 'Core Five']",-0.5
Civian_Bain,Garnac's hunting guild,0.0
Civé_Rashon,[],
Claith_Bennis,Mos Pelgo,0.0
Clariah,"['Resistance', 'Resistance army']",1.0
Clarr_family,"['Galactic Republic', 'Galactic Republic Navy']",1.0
Clatriffe,"['Kage Warriors', 'Confederacy of Independent Systems', 'Confederacy military']",0.3333333333333333
Clawdite_royal_family,Partisans,1.0
Clawsito,[],
Clay_Tanoo,Alliance to Restore the Republic,1.0
Cleat,"['Malandro syndicate', 'Alliance to Restore the Republic', '61st Mobile Infantry']",0.6666666666666666
Clegg_Holdfast,Galactic Empire,-1.0
Clemitt_Polus,Jedi Order,1.0
Cli_Pastayra,"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Cliegg_Lars,"['Galactic Republic', 'Galactic Senate']",1.0
Clipper,"['Alliance to Restore the Republic', 'Galactic Empire']",0.0
Clu_Lesser,"['Jedi Order', 'Jedi High Council', 'Galactic Republic']",1.0
Clutch,"['Jedi Order', 'Jedi High Council', 'Jedi assault team', 'Galactic Republic']",1.0
Cobb_Sonbepol,"['Galactic Empire', 'Imperial Army']",-1.0
Cobb_Vanth,Jogg and Mareena's garage,0.0
Cobel_Tansirch,[],
Coburn,"['Galactic Empire', '224th Imperial Armored Division']",-1.0
Coburn_Sear,"['Galactic Republic', 'Rancor Battalion']",1.0
Codo,Kingdom of Shu-Torun,-1.0
Codo_Keburr,"['Galactic Republic', '104th Battalion']",1.0
Cody_(rebel),"['Galactic Republic', 'Grand Army of the Republic', 'Royal House of Naboo']",0.6666666666666666
Coelho_family,Tahn family,1.0
Cogon,"['Galactic Empire', 'Imperial Navy', 'Joint Chiefs', 'Imperial Officer Corps']",-1.0
Cohmac_Vitus,"['New Republic', 'Digital Warfare Department']",1.0
Col_Takbright,[],
Colandrus,[],
Coleet,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Coleman_Kcaj,Resistance,1.0
Coleman_Trebor,"['Alliance to Restore the Republic', '61st Mobile Infantry']",1.0
Colin_Hakelia,Alliance to Restore the Republic,1.0
Colli,"['Galactic Empire', '224th Imperial Armored Division', ""Cordo's death trooper squad""]",-1.0
Collis_sibling,"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic']",0.6666666666666666
Collum_Woslo,"['Royal House of Naboo', 'Royal Naboo Security Forces', 'Galactic Republic']",0.3333333333333333
Colt,[],
Comali,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Comet_(clone_trooper),"['Alliance to Restore the Republic', 'Sullustan resistance']",1.0
Commodex_Tahn,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Commodex_Tahns_father,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Conan_Antonio_Motti,Visitors,1.0
Conder_Kyl,"['Dr. Evazan Cosmetic Surgery', ""Jabba Desilijic Tiure's criminal empire"", 'Crimson Dawn', 'Galactic Empire', 'Accresker Penal Legion']",-0.8
Coni-Co,Citizens' fleet,1.0
Conna_Dew,"[""Vylip F'alma's clan"", 'The Marching Horde']",0.5
Conna_Dews_caretaker,"['Galactic Republic', '104th Battalion', 'Galactic Republic Navy']",1.0
Conro,White Worms,-1.0
Cooper,[],
Corbo,[],
Corcillo,[],
Cordo,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Cordé,"['Resistance', 'Resistance navy']",1.0
Corin_(Naboo),[],
Corin_(Pauan),"['Alderaan Enclave', 'House of Organa']",1.0
Corin_Ferro,"['First Order', 'Omicron Formation']",-1.0
Corjentain_Malaqua,"['Galactic Empire', 'Death Squadron', 'Imperial Starfighter Corps']",-1.0
Corlac,Bounty Hunters' Guild,0.0
Corleque,"['Galactic Empire', 'Foot Patrol 7']",-1.0
Corm-Kairuku,"['Galactic Republic', 'One-Eighty-Fourth Attack Battalion']",1.0
Cornelius_Evazan,"['Galactic Empire', 'Tarkin Initiative']",-1.0
Corus_Kapellim,"['Galactic Republic', 'Clone Youth Brigade']",1.0
Corvaxs_descendant,[],
Corvis,Tech Masters,0.0
Cosdra,[],
Cost_Niktur,"['Galactic Empire', 'Imperial Officer Corps', 'Tarkin Initiative', 'Alliance to Restore the Republic']",-0.5
Cost_Nikturs_father,"['Galactic Republic', 'Grand Army of the Republic', 'Galactic Empire', 'Stormtrooper Corps']",0.0
Cost_Nikturs_mother,[],
Countdown,[],
Cova_Nell,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Covik,[],
Covis,"['Galactic Empire', 'Imperial Special Forces', 'Alliance to Restore the Republic', 'Alliance High Command', 'Rebel Alliance Special Forces', 'New Republic', 'New Republic Special Forces']",0.42857142857142855
CR-1521,[],
CR978,Kanjiklub,-1.0
Cradossk,[],
Crag,"['Galactic Republic', 'Clone Force 99']",0.0
Crakka,Free Ryloth Movement,1.0
Crane,[],
Cranwell,Haxion Brood,0.0
Crasher,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Cratinus,"['First Order', 'CS-Squad']",-1.0
Craykan,"['First Order', 'CS-Squad']",-1.0
Creethe,"['First Order', 'CS-Squad']",-1.0
Cremp,"['First Order', 'Stormtrooper Corps']",-1.0
Crest,"['Galactic Republic', 'Domino Squad', 'Rishi Station unit']",1.0
Crev_Bombaasa,"['Galactic Republic', '501st Legion']",1.0
Criakan,"['Galactic Republic', '501st Legion']",1.0
Criden_Valdas,"['Galactic Republic', ""Depa Billaba's second battalion""]",1.0
Crimson_Pavane,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Crix_Madine,"['Galactic Republic', 'Domino Squad', 'Rishi Station unit', '501st Legion', 'Clone Force 99', 'Confederacy of Independent Systems', 'Techno Union']",0.42857142857142855
Crodit,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Crokind_Shand,"['Galactic Republic', '104th Battalion', 'Alliance to Restore the Republic']",1.0
Croll_Jenkins,"['Galactic Republic', 'Bravo Squad']",1.0
Crosshair,"['Galactic Republic', 'Rishi Station unit']",1.0
Crost,"['Galactic Republic', 'Domino Squad', 'Rishi Station unit']",1.0
Croz_Danoc,"['Galactic Republic', '91st Mobile Reconnaissance Corps']",1.0
Crusher_Hagop,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Crys,"['Galactic Republic', 'Shadow Squadron']",1.0
CS-227,"['Galactic Republic', '501st Legion']",1.0
CS-515,"['Galactic Republic', 'Republic Starfighter Corps']",1.0
CS-812,"['Galactic Republic', 'Domino Squad', 'Rishi Station unit', '501st Legion']",1.0
CS-9147,"['Galactic Republic', '501st Legion']",1.0
CT-00-2010,"['Galactic Republic', '501st Legion', ""Sidon Ithano's crew""]",0.6666666666666666
1010,"['Galactic Republic', 'Bravo Squad']",1.0
CT-0292,"['Galactic Republic', 'Bravo Squad']",1.0
CT-1157,"['Galactic Republic', 'Bravo Squad']",1.0
CT-1284,"['Galactic Republic', 'Bravo Squad']",1.0
CT-1409,"['Galactic Republic', '91st Mobile Reconnaissance CorpsLightning Squadron']",1.0
CT-1477,"['Galactic Republic', 'Domino Squad', 'Rishi Station unit']",1.0
CT-1701,[],
CT-27-3555,Galactic Empire,-1.0
CT-327,"['Galactic Empire', 'Imperial Officer Corps', 'Imperial Academy', 'Lothal garrison']",-1.0
CT-4040,"['Galactic Empire', 'Imperial Academy']",-1.0
CT-411,[],
CT-4547,"['Galactic Republic', 'Grand Army of the Republic', 'Lawquanes']",1.0
CT-4981,"['Alliance to Restore the Republic', 'Blade Squadron']",1.0
CT-5385,"['Partisans', 'Gullet Gang']",0.5
11-9009,"['Cylo Directive', 'Galactic Empire', 'Tarkin Initiative']",-1.0
CT-5555,"['Resistance', 'Resistance army']",1.0
CT-5597,Jedi Order,1.0
CT-6116,"['First Order', 'Stormtrooper Corps']",-1.0
